design,seed,pull_id,method,position,log_scale
15-day step,1215,P001,sequential,5,-0.09148463001181349
15-day step,1215,P001,sequential,6,-0.0827363573808303
15-day step,1215,P001,sequential,7,-0.054119540910683134
15-day step,1215,P001,sequential,8,0.04570178538834592
15-day step,1215,P001,sequential,9,0.009052235844799535
15-day step,1215,P001,sequential,10,0.0382356888089677
15-day step,1215,P001,sequential,11,0.1707811106034008
15-day step,1215,P001,sequential,12,0.1898891764818093
15-day step,1215,P001,sequential,13,-0.05216552244149045
15-day step,1215,P001,sequential,14,-0.06834996926405762
15-day step,1215,P001,sequential,15,-0.10522723102842332
15-day step,1215,P001,sequential,16,-0.0287063233006348
15-day step,1215,P001,sequential,17,-0.13878120759655246
15-day step,1215,P002,graph,0,-0.035544422715713855
15-day step,1215,P002,graph,1,-0.14838039238578854
15-day step,1215,P002,graph,2,-0.057144013026957506
15-day step,1215,P002,graph,3,-0.047123150111585695
15-day step,1215,P002,graph,4,-0.10979108226079323
15-day step,1215,P002,graph,5,-0.11087434114881428
15-day step,1215,P002,graph,6,-0.06074418912506005
15-day step,1215,P002,graph,7,-0.05693683195774324
15-day step,1215,P002,graph,8,-0.04288831632489605
15-day step,1215,P002,graph,9,-0.06510016189658695
15-day step,1215,P002,graph,10,-0.0882206363474568
15-day step,1215,P002,graph,11,0.0
15-day step,1215,P002,graph,12,-0.03914525085649986
15-day step,1215,P002,graph,13,-0.13607013748345204
15-day step,1215,P002,graph,14,-0.11861037185651942
15-day step,1215,P002,graph,15,-0.10835874804544418
15-day step,1215,P002,graph,16,-0.1344034348392869
15-day step,1215,P002,graph,17,-0.12178965122415765
15-day step,1215,P002,sequential,0,0.0
15-day step,1215,P002,sequential,1,-0.11013974478878127
15-day step,1215,P002,sequential,2,-0.01770518145517848
15-day step,1215,P002,sequential,3,-0.009311216167007067
15-day step,1215,P002,sequential,4,-0.07266412868571735
15-day step,1215,P002,sequential,5,-0.0770202902031899
15-day step,1215,P002,sequential,6,-0.027324103384642973
15-day step,1215,P002,sequential,7,-0.021593044061872416
15-day step,1215,P002,sequential,8,-0.008523978457797015
15-day step,1215,P002,sequential,9,-0.03005436523001486
15-day step,1215,P002,sequential,10,-0.055372655902767506
15-day step,1215,P002,sequential,11,0.032389589418998666
15-day step,1215,P002,sequential,12,-0.008336461066152968
15-day step,1215,P002,sequential,13,-0.10715197231161977
15-day step,1215,P002,sequential,14,-0.08661274378162151
15-day step,1215,P002,sequential,15,-0.07606886234939823
15-day step,1215,P002,sequential,16,-0.09955826841576633
15-day step,1215,P002,sequential,17,-0.08576516842398359
15-day step,1216,P001,graph,0,0.2224224329690653
15-day step,1216,P001,graph,1,0.26425248245534794
15-day step,1216,P001,graph,2,0.2698253625973901
15-day step,1216,P001,graph,3,0.0588774588911184
15-day step,1216,P001,graph,4,0.03406392613959387
15-day step,1216,P001,graph,5,0.028389261722640214
15-day step,1216,P001,graph,6,0.023438478940167543
15-day step,1216,P001,graph,7,0.0
15-day step,1216,P001,graph,8,0.03299790326866084
15-day step,1216,P001,graph,9,-0.0030736950733523797
15-day step,1216,P001,graph,10,0.0337464171449497
15-day step,1216,P001,graph,11,0.14276417756382537
15-day step,1216,P001,graph,12,0.20226253733881525
15-day step,1216,P001,graph,13,0.13708610521360162
15-day step,1216,P001,graph,14,0.14484558445680354
15-day step,1216,P001,graph,15,0.1725724558478667
15-day step,1216,P001,graph,16,0.1338655980371098
15-day step,1216,P001,graph,17,0.1587337061441477
15-day step,1216,P001,sequential,0,0.0
15-day step,1216,P001,sequential,1,0.038308961595923126
15-day step,1216,P001,sequential,2,0.043996611808238634
15-day step,1216,P001,sequential,3,-0.1658349447855834
15-day step,1216,P001,sequential,4,-0.19177753911524265
15-day step,1216,P001,sequential,5,-0.19630800558534764
15-day step,1216,P001,sequential,6,-0.2034938450851856
15-day step,1216,P001,sequential,7,-0.22553022089712202
15-day step,1216,P001,sequential,8,-0.19099801536223543
15-day step,1216,P001,sequential,9,-0.22734853264536595
15-day step,1216,P001,sequential,10,-0.19008796454777954
15-day step,1216,P001,sequential,11,-0.08515853827446603
15-day step,1216,P001,sequential,12,-0.026885588337302313
15-day step,1216,P001,sequential,13,-0.08977419953731279
15-day step,1216,P001,sequential,14,-0.08256978470679324
15-day step,1216,P001,sequential,15,-0.05406837650651897
15-day step,1216,P001,sequential,16,-0.09204226275282845
15-day step,1216,P001,sequential,17,-0.06672125261439425
15-day step,1216,P002,graph,0,0.023910776270410203
15-day step,1216,P002,graph,1,0.06063688793477091
15-day step,1216,P002,graph,2,0.048436483552184925
15-day step,1216,P002,graph,3,-0.2130014719417019
15-day step,1216,P002,graph,4,-0.2241575531239113
15-day step,1216,P002,graph,5,-0.21413069487042627
15-day step,1216,P002,graph,6,-0.17656369299679664
15-day step,1216,P002,graph,7,-0.14024515804596713
15-day step,1216,P002,graph,8,-0.23584939567974783
15-day step,1216,P002,graph,9,-0.16100552838291488
15-day step,1216,P002,graph,10,-0.23853565062036108
15-day step,1216,P002,graph,11,0.0
15-day step,1216,P002,graph,12,-0.028725560630489286
15-day step,1216,P002,graph,13,-0.024270053839706183
15-day step,1216,P002,graph,14,-0.01164340633186042
15-day step,1216,P002,graph,15,0.03343191039400463
15-day step,1216,P002,graph,16,-0.0024970826548531334
15-day step,1216,P002,graph,17,-0.01933666607270298
15-day step,1216,P002,sequential,0,0.0
15-day step,1216,P002,sequential,1,0.034784402178203236
15-day step,1216,P002,sequential,2,0.02586065574296746
15-day step,1216,P002,sequential,3,-0.23861155427678177
15-day step,1216,P002,sequential,4,-0.250947157439019
15-day step,1216,P002,sequential,5,-0.23962988888127912
15-day step,1216,P002,sequential,6,-0.20295144852374786
15-day step,1216,P002,sequential,7,-0.16697450273558062
15-day step,1216,P002,sequential,8,-0.2637268137362969
15-day step,1216,P002,sequential,9,-0.18787966094726427
15-day step,1216,P002,sequential,10,-0.26591515614104194
15-day step,1216,P002,sequential,11,-0.02468433690484087
15-day step,1216,P002,sequential,12,-0.04947946465758356
15-day step,1216,P002,sequential,13,-0.04097156436169419
15-day step,1216,P002,sequential,14,-0.02713770388564049
15-day step,1216,P002,sequential,15,0.02036857168218402
15-day step,1216,P002,sequential,16,-0.012937706712205302
15-day step,1216,P002,sequential,17,-0.031831454699001796
15-day step,1217,P001,graph,0,0.11083383114918574
15-day step,1217,P001,graph,1,0.12071772143572453
15-day step,1217,P001,graph,2,0.083583708927293
15-day step,1217,P001,graph,3,-0.00465937730594602
15-day step,1217,P001,graph,4,0.015062297874137574
15-day step,1217,P001,graph,5,0.019276795504806012
15-day step,1217,P001,graph,6,-0.005640353394829442
15-day step,1217,P001,graph,7,0.024141215449713056
15-day step,1217,P001,graph,8,-0.022941684409333085
15-day step,1217,P001,graph,9,-0.04650518850477048
15-day step,1217,P001,graph,10,0.0339782615182636
15-day step,1217,P001,graph,11,0.2630960759100173
15-day step,1217,P001,graph,12,0.2709297590206244
15-day step,1217,P001,graph,13,0.0
15-day step,1217,P001,graph,14,0.0004826643963223895
15-day step,1217,P001,graph,15,-0.03173221760434837
15-day step,1217,P001,graph,16,0.01694417838213292
15-day step,1217,P001,graph,17,0.0029891933528956517
15-day step,1217,P001,sequential,0,0.0
15-day step,1217,P001,sequential,1,0.008442752753844637
15-day step,1217,P001,sequential,2,-0.024597234360583316
15-day step,1217,P001,sequential,3,-0.112018408394261
15-day step,1217,P001,sequential,4,-0.09182144668915855
15-day step,1217,P001,sequential,5,-0.08708336978561262
15-day step,1217,P001,sequential,6,-0.11102260552817389
15-day step,1217,P001,sequential,7,-0.08358260263106121
15-day step,1217,P001,sequential,8,-0.13113345678558339
15-day step,1217,P001,sequential,9,-0.1556570420055174
15-day step,1217,P001,sequential,10,-0.07111998788689666
15-day step,1217,P001,sequential,11,0.1597339104723022
15-day step,1217,P001,sequential,12,0.1672523110181631
15-day step,1217,P001,sequential,13,-0.10349354551036696
15-day step,1217,P001,sequential,14,-0.1045513397144294
15-day step,1217,P001,sequential,15,-0.13623492445623636
15-day step,1217,P001,sequential,16,-0.09152680962701792
15-day step,1217,P001,sequential,17,-0.10405711126592797
15-day step,1217,P002,graph,0,0.021894849892238905
15-day step,1217,P002,graph,1,0.0548208923283314
15-day step,1217,P002,graph,2,0.12543588298793848
15-day step,1217,P002,graph,3,-0.015038052253533614
15-day step,1217,P002,graph,4,0.020256670280386826
15-day step,1217,P002,graph,5,-0.030191800232048076
15-day step,1217,P002,graph,6,0.0
15-day step,1217,P002,graph,7,-0.014094245327282776
15-day step,1217,P002,graph,8,0.017316335143831987
15-day step,1217,P002,graph,9,-0.010816955488828613
15-day step,1217,P002,graph,10,0.027640353571719966
15-day step,1217,P002,graph,11,0.18068442142988622
15-day step,1217,P002,graph,12,0.23813563682332406
15-day step,1217,P002,graph,13,0.11612275611404038
15-day step,1217,P002,graph,14,0.12361339247793399
15-day step,1217,P002,graph,15,0.13061194654554326
15-day step,1217,P002,graph,16,0.1171725143218918
15-day step,1217,P002,graph,17,0.1308379053812359
15-day step,1217,P002,sequential,0,0.0
15-day step,1217,P002,sequential,1,0.030091561668589603
15-day step,1217,P002,sequential,2,0.09761374600276794
15-day step,1217,P002,sequential,3,-0.04070083205359458
15-day step,1217,P002,sequential,4,-0.00346289821623582
15-day step,1217,P002,sequential,5,-0.054003813436682306
15-day step,1217,P002,sequential,6,-0.026044506368786278
15-day step,1217,P002,sequential,7,-0.037260836771765074
15-day step,1217,P002,sequential,8,-0.002411535667726082
15-day step,1217,P002,sequential,9,-0.031056225534097762
15-day step,1217,P002,sequential,10,0.005450906310704846
15-day step,1217,P002,sequential,11,0.1631721655001265
15-day step,1217,P002,sequential,12,0.2216757186395229
15-day step,1217,P002,sequential,13,0.10026185964491638
15-day step,1217,P002,sequential,14,0.10819801239197574
15-day step,1217,P002,sequential,15,0.1154510992772949
15-day step,1217,P002,sequential,16,0.10309014436172236
15-day step,1217,P002,sequential,17,0.11910999651981818
15-day step,1218,P001,graph,0,-0.19898171575891854
15-day step,1218,P001,graph,1,-0.2303701597441356
15-day step,1218,P001,graph,2,-0.18932489469486793
15-day step,1218,P001,graph,3,-0.26981246507140644
15-day step,1218,P001,graph,4,-0.2545945429680731
15-day step,1218,P001,graph,5,-0.267473793918031
15-day step,1218,P001,graph,6,-0.2487443906331313
15-day step,1218,P001,graph,7,-0.29598108661598066
15-day step,1218,P001,graph,8,-0.22467573913388098
15-day step,1218,P001,graph,9,-0.2986673047985377
15-day step,1218,P001,graph,10,-0.2721066307283934
15-day step,1218,P001,graph,11,0.0
15-day step,1218,P001,graph,12,0.04352039673074152
15-day step,1218,P001,graph,13,-0.32982939428871894
15-day step,1218,P001,graph,14,-0.3387671471191491
15-day step,1218,P001,graph,15,-0.3607528242787312
15-day step,1218,P001,graph,16,-0.32432012703376123
15-day step,1218,P001,graph,17,-0.34105832212397913
15-day step,1218,P001,sequential,0,0.0
15-day step,1218,P001,sequential,1,-0.029154153109814947
15-day step,1218,P001,sequential,2,0.009999546835841488
15-day step,1218,P001,sequential,3,-0.07000349608213624
15-day step,1218,P001,sequential,4,-0.05572597312181993
15-day step,1218,P001,sequential,5,-0.06812692011130014
15-day step,1218,P001,sequential,6,-0.05186871858642447
15-day step,1218,P001,sequential,7,-0.09819762439162522
15-day step,1218,P001,sequential,8,-0.024153919092378795
15-day step,1218,P001,sequential,9,-0.09621916258738518
15-day step,1218,P001,sequential,10,-0.07033512987169445
15-day step,1218,P001,sequential,11,0.20085757884326255
15-day step,1218,P001,sequential,12,0.24293491903793946
15-day step,1218,P001,sequential,13,-0.13120602856872587
15-day step,1218,P001,sequential,14,-0.1403136058960704
15-day step,1218,P001,sequential,15,-0.16475871367960412
15-day step,1218,P001,sequential,16,-0.12720669431356058
15-day step,1218,P001,sequential,17,-0.141965427082092
15-day step,1218,P002,graph,0,-0.2735914571967417
15-day step,1218,P002,graph,1,-0.27810770419315356
15-day step,1218,P002,graph,2,-0.29063462834986287
15-day step,1218,P002,graph,3,-0.3766788678994343
15-day step,1218,P002,graph,4,-0.3761142977214635
15-day step,1218,P002,graph,5,-0.400970444597229
15-day step,1218,P002,graph,6,-0.3693143886845238
15-day step,1218,P002,graph,7,-0.2877029422214913
15-day step,1218,P002,graph,8,-0.3360019329552788
15-day step,1218,P002,graph,9,-0.31759994717799295
15-day step,1218,P002,graph,10,-0.3918578982937258
15-day step,1218,P002,graph,11,0.0
15-day step,1218,P002,graph,12,0.05590541838645295
15-day step,1218,P002,graph,13,-0.40047811866419974
15-day step,1218,P002,graph,14,-0.38517516549710473
15-day step,1218,P002,graph,15,-0.41037203594657773
15-day step,1218,P002,graph,16,-0.44416706287661983
15-day step,1218,P002,graph,17,-0.38682768353497793
15-day step,1218,P002,sequential,0,0.0
15-day step,1218,P002,sequential,1,-0.006010007882512565
15-day step,1218,P002,sequential,2,-0.018936073722640587
15-day step,1218,P002,sequential,3,-0.10543990664687786
15-day step,1218,P002,sequential,4,-0.10367716519627736
15-day step,1218,P002,sequential,5,-0.12489130917879493
15-day step,1218,P002,sequential,6,-0.09326225408013913
15-day step,1218,P002,sequential,7,-0.011029253503283196
15-day step,1218,P002,sequential,8,-0.0585053208109997
15-day step,1218,P002,sequential,9,-0.03903880406485688
15-day step,1218,P002,sequential,10,-0.11436583923693179
15-day step,1218,P002,sequential,11,0.2777205527197692
15-day step,1218,P002,sequential,12,0.3308363419584266
15-day step,1218,P002,sequential,13,-0.1240847732067023
15-day step,1218,P002,sequential,14,-0.1110728138683511
15-day step,1218,P002,sequential,15,-0.13896239540535843
15-day step,1218,P002,sequential,16,-0.17036688523655047
15-day step,1218,P002,sequential,17,-0.1130958486265589
15-day step,1219,P001,graph,0,0.04003908964448048
15-day step,1219,P001,graph,1,0.03163099886827418
15-day step,1219,P001,graph,2,0.02889005710695083
15-day step,1219,P001,graph,3,-0.03092191575776527
15-day step,1219,P001,graph,4,-0.021145369706025173
15-day step,1219,P001,graph,5,0.05670505122387727
15-day step,1219,P001,graph,6,0.021224264931155243
15-day step,1219,P001,graph,7,0.011667111058742201
15-day step,1219,P001,graph,8,0.09085534558373176
15-day step,1219,P001,graph,9,0.0
15-day step,1219,P001,graph,10,0.022384282517443822
15-day step,1219,P001,graph,11,0.27162336423000333
15-day step,1219,P001,graph,12,0.3441989575105125
15-day step,1219,P001,graph,13,0.10813856041425858
15-day step,1219,P001,graph,14,0.11719853434653428
15-day step,1219,P001,graph,15,0.0812402961901653
15-day step,1219,P001,graph,16,0.032345975335513165
15-day step,1219,P001,graph,17,0.06673521720141605
15-day step,1219,P001,sequential,0,0.0
15-day step,1219,P001,sequential,1,-0.005591188935634322
15-day step,1219,P001,sequential,2,-0.008005646011267218
15-day step,1219,P001,sequential,3,-0.07037539599734956
15-day step,1219,P001,sequential,4,-0.061850107135522865
15-day step,1219,P001,sequential,5,0.01604542409500464
15-day step,1219,P001,sequential,6,-0.02012776802647455
15-day step,1219,P001,sequential,7,-0.03006681853850686
15-day step,1219,P001,sequential,8,0.046874769821216536
15-day step,1219,P001,sequential,9,-0.04258020722746812
15-day step,1219,P001,sequential,10,-0.022510890232803598
15-day step,1219,P001,sequential,11,0.22513534744598773
15-day step,1219,P001,sequential,12,0.29843261193605175
15-day step,1219,P001,sequential,13,0.061837469594438504
15-day step,1219,P001,sequential,14,0.07121100089412896
15-day step,1219,P001,sequential,15,0.03538276753625627
15-day step,1219,P001,sequential,16,-0.014809494990260075
15-day step,1219,P001,sequential,17,0.019205772417219602
15-day step,1219,P002,graph,0,-0.035925796015872424
15-day step,1219,P002,graph,1,-0.05916668584478684
15-day step,1219,P002,graph,2,-0.03552911948673831
15-day step,1219,P002,graph,3,0.002013168283898561
15-day step,1219,P002,graph,4,-0.020488824357742356
15-day step,1219,P002,graph,5,0.003036252052371845
15-day step,1219,P002,graph,6,-0.041901660864515106
15-day step,1219,P002,graph,7,-0.018367895381907466
15-day step,1219,P002,graph,8,0.01810376073202413
15-day step,1219,P002,graph,9,0.045655073141542664
15-day step,1219,P002,graph,10,0.0
15-day step,1219,P002,graph,11,0.2470205032588266
15-day step,1219,P002,graph,12,0.25479692552347316
15-day step,1219,P002,graph,13,-0.01664790941750149
15-day step,1219,P002,graph,14,-0.02946446836640729
15-day step,1219,P002,graph,15,0.02492491876371062
15-day step,1219,P002,graph,16,0.05305381935511674
15-day step,1219,P002,graph,17,-0.05125105650344135
15-day step,1219,P002,sequential,0,0.0
15-day step,1219,P002,sequential,1,-0.0202579568575085
15-day step,1219,P002,sequential,2,0.004700001144315014
15-day step,1219,P002,sequential,3,0.03763621561185404
15-day step,1219,P002,sequential,4,0.012325185109809702
15-day step,1219,P002,sequential,5,0.0360235016928129
15-day step,1219,P002,sequential,6,-0.00928822526529896
15-day step,1219,P002,sequential,7,0.014542648968470635
15-day step,1219,P002,sequential,8,0.050288192012801054
15-day step,1219,P002,sequential,9,0.07775046133612955
15-day step,1219,P002,sequential,10,0.03148603531281885
15-day step,1219,P002,sequential,11,0.28020629222047355
15-day step,1219,P002,sequential,12,0.2880334075167017
15-day step,1219,P002,sequential,13,0.01692032748036637
15-day step,1219,P002,sequential,14,0.003459635425481975
15-day step,1219,P002,sequential,15,0.058529946712833195
15-day step,1219,P002,sequential,16,0.08690145838641279
15-day step,1219,P002,sequential,17,-0.018470597620712306
"15-day step, low noise",1200,P001,graph,0,0.16362677821922528
"15-day step, low noise",1200,P001,graph,1,0.1601640628667343
"15-day step, low noise",1200,P001,graph,2,0.17964892855149325
"15-day step, low noise",1200,P001,graph,3,-0.022231428094568947
"15-day step, low noise",1200,P001,graph,4,-0.01772505656240079
"15-day step, low noise",1200,P001,graph,5,0.0041553258643474535
"15-day step, low noise",1200,P001,graph,6,0.002101077102026412
"15-day step, low noise",1200,P001,graph,7,-0.03962351878279402
"15-day step, low noise",1200,P001,graph,8,-0.004948886983400756
"15-day step, low noise",1200,P001,graph,9,-0.02679125782403516
"15-day step, low noise",1200,P001,graph,10,0.0
"15-day step, low noise",1200,P001,graph,11,0.38388439060566604
"15-day step, low noise",1200,P001,graph,12,0.34432676030002657
"15-day step, low noise",1200,P001,graph,13,0.07850160726605634
"15-day step, low noise",1200,P001,graph,14,-0.018398385659533514
"15-day step, low noise",1200,P001,graph,15,0.06669412748020934
"15-day step, low noise",1200,P001,graph,16,0.021036373123192897
"15-day step, low noise",1200,P001,graph,17,-0.004537061597739913
"15-day step, low noise",1200,P001,sequential,0,0.0
"15-day step, low noise",1200,P001,sequential,1,-0.001483358449487694
"15-day step, low noise",1200,P001,sequential,2,0.01469517388864917
"15-day step, low noise",1200,P001,sequential,3,-0.1865677633201794
"15-day step, low noise",1200,P001,sequential,4,-0.183573463920193
"15-day step, low noise",1200,P001,sequential,5,-0.1618499731581623
"15-day step, low noise",1200,P001,sequential,6,-0.1648218553237425
"15-day step, low noise",1200,P001,sequential,7,-0.20727977131908099
"15-day step, low noise",1200,P001,sequential,8,-0.172477383650104
"15-day step, low noise",1200,P001,sequential,9,-0.19236587571416258
"15-day step, low noise",1200,P001,sequential,10,-0.16855264646543866
"15-day step, low noise",1200,P001,sequential,11,0.2136146633876187
"15-day step, low noise",1200,P001,sequential,12,0.17290015839721104
"15-day step, low noise",1200,P001,sequential,13,-0.09321419124691452
"15-day step, low noise",1200,P001,sequential,14,-0.19038994535913667
"15-day step, low noise",1200,P001,sequential,15,-0.1068399206892974
"15-day step, low noise",1200,P001,sequential,16,-0.1546940101008035
"15-day step, low noise",1200,P001,sequential,17,-0.1802994905088552
"15-day step, low noise",1200,P002,graph,0,0.213969529962396
"15-day step, low noise",1200,P002,graph,1,0.1628894759562254
"15-day step, low noise",1200,P002,graph,2,0.18298569872744647
"15-day step, low noise",1200,P002,graph,3,-0.05461710649711181
"15-day step, low noise",1200,P002,graph,4,0.05180160042898631
"15-day step, low noise",1200,P002,graph,5,0.03841076808535779
"15-day step, low noise",1200,P002,graph,6,-0.042213725010469556
"15-day step, low noise",1200,P002,graph,7,-0.009034487786858472
"15-day step, low noise",1200,P002,graph,8,-0.04362074331731364
"15-day step, low noise",1200,P002,graph,9,0.004354282594943038
"15-day step, low noise",1200,P002,graph,10,0.0
"15-day step, low noise",1200,P002,graph,11,0.3124972419274713
"15-day step, low noise",1200,P002,graph,12,0.34635336961766805
"15-day step, low noise",1200,P002,graph,13,-0.03429556491121851
"15-day step, low noise",1200,P002,graph,14,0.004560735631075857
"15-day step, low noise",1200,P002,graph,15,5.417312490737781e-05
"15-day step, low noise",1200,P002,graph,16,0.012132344917262094
"15-day step, low noise",1200,P002,graph,17,0.05750841970999004
"15-day step, low noise",1200,P002,sequential,0,0.0
"15-day step, low noise",1200,P002,sequential,1,-0.053923502759663115
"15-day step, low noise",1200,P002,sequential,2,-0.03159621759852727
"15-day step, low noise",1200,P002,sequential,3,-0.26893167380933475
"15-day step, low noise",1200,P002,sequential,4,-0.163003119665808
"15-day step, low noise",1200,P002,sequential,5,-0.17798195860521035
"15-day step, low noise",1200,P002,sequential,6,-0.2599862977763858
"15-day step, low noise",1200,P002,sequential,7,-0.227418399214848
"15-day step, low noise",1200,P002,sequential,8,-0.259199228263421
"15-day step, low noise",1200,P002,sequential,9,-0.21144556696756167
"15-day step, low noise",1200,P002,sequential,10,-0.21445463870097414
"15-day step, low noise",1200,P002,sequential,11,0.1004371928635614
"15-day step, low noise",1200,P002,sequential,12,0.1354178341915344
"15-day step, low noise",1200,P002,sequential,13,-0.2462668444948585
"15-day step, low noise",1200,P002,sequential,14,-0.20743360362580754
"15-day step, low noise",1200,P002,sequential,15,-0.21314981758447457
"15-day step, low noise",1200,P002,sequential,16,-0.2020111119014353
"15-day step, low noise",1200,P002,sequential,17,-0.15480608832589893
"15-day step, low noise",1201,P001,graph,0,0.024890688110372067
"15-day step, low noise",1201,P001,graph,1,0.06203712234583121
"15-day step, low noise",1201,P001,graph,2,0.061808476432943245
"15-day step, low noise",1201,P001,graph,3,0.031214167688585592
"15-day step, low noise",1201,P001,graph,4,-0.008464790936678837
"15-day step, low noise",1201,P001,graph,5,-0.026444795750092894
"15-day step, low noise",1201,P001,graph,6,-0.06724172155589765
"15-day step, low noise",1201,P001,graph,7,-0.010060752747688938
"15-day step, low noise",1201,P001,graph,8,-0.04113630161061182
"15-day step, low noise",1201,P001,graph,9,-0.0020154025960288945
"15-day step, low noise",1201,P001,graph,10,0.0
"15-day step, low noise",1201,P001,graph,11,0.2751470529998458
"15-day step, low noise",1201,P001,graph,12,0.32299973389058456
"15-day step, low noise",1201,P001,graph,13,0.08081222426157585
"15-day step, low noise",1201,P001,graph,14,0.09649311241885057
"15-day step, low noise",1201,P001,graph,15,0.12302973156671237
"15-day step, low noise",1201,P001,graph,16,0.05484812450864972
"15-day step, low noise",1201,P001,graph,17,0.18322473707833528
"15-day step, low noise",1201,P001,sequential,0,0.0
"15-day step, low noise",1201,P001,sequential,1,0.04330769733304017
"15-day step, low noise",1201,P001,sequential,2,0.042530277531310674
"15-day step, low noise",1201,P001,sequential,3,0.013031497290085119
"15-day step, low noise",1201,P001,sequential,4,-0.025246456008501172
"15-day step, low noise",1201,P001,sequential,5,-0.04321955787850322
"15-day step, low noise",1201,P001,sequential,6,-0.08822732405882514
"15-day step, low noise",1201,P001,sequential,7,-0.03147225642784247
"15-day step, low noise",1201,P001,sequential,8,-0.06520897678700524
"15-day step, low noise",1201,P001,sequential,9,-0.02626894662056952
"15-day step, low noise",1201,P001,sequential,10,-0.0238176619715597
"15-day step, low noise",1201,P001,sequential,11,0.2521896434384151
"15-day step, low noise",1201,P001,sequential,12,0.2982776064755753
"15-day step, low noise",1201,P001,sequential,13,0.05643968116402684
"15-day step, low noise",1201,P001,sequential,14,0.07118055842346328
"15-day step, low noise",1201,P001,sequential,15,0.09796754553603225
"15-day step, low noise",1201,P001,sequential,16,0.03247306311321023
"15-day step, low noise",1201,P001,sequential,17,0.16008574181037372
"15-day step, low noise",1201,P002,graph,0,0.0535633602327666
"15-day step, low noise",1201,P002,graph,1,0.09599334481394091
"15-day step, low noise",1201,P002,graph,2,0.12976304312687317
"15-day step, low noise",1201,P002,graph,3,0.0607584653840683
"15-day step, low noise",1201,P002,graph,4,-0.011395064602587683
"15-day step, low noise",1201,P002,graph,5,-0.007566841057459609
"15-day step, low noise",1201,P002,graph,6,-0.016558238667539756
"15-day step, low noise",1201,P002,graph,7,0.0
"15-day step, low noise",1201,P002,graph,8,-0.007732841307099875
"15-day step, low noise",1201,P002,graph,9,0.014178631226912094
"15-day step, low noise",1201,P002,graph,10,-0.012343480249793898
"15-day step, low noise",1201,P002,graph,11,0.3503196580591698
"15-day step, low noise",1201,P002,graph,12,0.3632767956673369
"15-day step, low noise",1201,P002,graph,13,0.11017805739653477
"15-day step, low noise",1201,P002,graph,14,0.12866223545919966
"15-day step, low noise",1201,P002,graph,15,0.11234127708749064
"15-day step, low noise",1201,P002,graph,16,0.08623878608805924
"15-day step, low noise",1201,P002,graph,17,0.03582438900579444
"15-day step, low noise",1201,P002,sequential,0,0.0
"15-day step, low noise",1201,P002,sequential,1,0.04481323680951915
"15-day step, low noise",1201,P002,sequential,2,0.07757174088200555
"15-day step, low noise",1201,P002,sequential,3,0.008565375217846408
"15-day step, low noise",1201,P002,sequential,4,-0.06308094672490226
"15-day step, low noise",1201,P002,sequential,5,-0.06091405252809649
"15-day step, low noise",1201,P002,sequential,6,-0.06975001989726103
"15-day step, low noise",1201,P002,sequential,7,-0.05533357787587184
"15-day step, low noise",1201,P002,sequential,8,-0.06216720788464537
"15-day step, low noise",1201,P002,sequential,9,-0.03908561281989423
"15-day step, low noise",1201,P002,sequential,10,-0.0655949622007969
"15-day step, low noise",1201,P002,sequential,11,0.2964539529213033
"15-day step, low noise",1201,P002,sequential,12,0.3080584412955334
"15-day step, low noise",1201,P002,sequential,13,0.05550569715619935
"15-day step, low noise",1201,P002,sequential,14,0.0736094157414833
"15-day step, low noise",1201,P002,sequential,15,0.05945457525443226
"15-day step, low noise",1201,P002,sequential,16,0.03196851628585998
"15-day step, low noise",1201,P002,sequential,17,-0.017390672451198186
"15-day step, low noise",1202,P001,graph,0,0.15499360243578017
"15-day step, low noise",1202,P001,graph,1,0.1334333140880891
"15-day step, low noise",1202,P001,graph,2,0.10906420410179592
"15-day step, low noise",1202,P001,graph,3,0.005056033374233692
"15-day step, low noise",1202,P001,graph,4,0.011300085139634134
"15-day step, low noise",1202,P001,graph,5,0.01774459400062667
"15-day step, low noise",1202,P001,graph,6,0.07026003388481088
"15-day step, low noise",1202,P001,graph,7,0.05303524500624531
"15-day step, low noise",1202,P001,graph,8,0.0
"15-day step, low noise",1202,P001,graph,9,0.011404631753486032
"15-day step, low noise",1202,P001,graph,10,0.029821098729121934
"15-day step, low noise",1202,P001,graph,11,0.2377476585365438
"15-day step, low noise",1202,P001,graph,12,0.28131590751298036
"15-day step, low noise",1202,P001,graph,13,0.17799187124139487
"15-day step, low noise",1202,P001,graph,14,0.18087579150978408
"15-day step, low noise",1202,P001,graph,15,0.138217301013515
"15-day step, low noise",1202,P001,graph,16,0.1265757181470101
"15-day step, low noise",1202,P001,graph,17,0.17161345431778577
"15-day step, low noise",1202,P001,sequential,0,0.0
"15-day step, low noise",1202,P001,sequential,1,-0.021459516706764038
"15-day step, low noise",1202,P001,sequential,2,-0.04760607943816257
"15-day step, low noise",1202,P001,sequential,3,-0.15114358789037768
"15-day step, low noise",1202,P001,sequential,4,-0.14375931222081356
"15-day step, low noise",1202,P001,sequential,5,-0.13543474414971762
"15-day step, low noise",1202,P001,sequential,6,-0.08353096541383079
"15-day step, low noise",1202,P001,sequential,7,-0.1006189006873973
"15-day step, low noise",1202,P001,sequential,8,-0.15622398870897236
"15-day step, low noise",1202,P001,sequential,9,-0.14470582011325966
