seed,corr_meanresidcorr_vs_weight
1200,-0.5986932776643411
1201,-0.4549948635731909
1202,-0.6505550455135166
1203,-0.6826598433079265
1204,-0.49300105996361954
1205,-0.57796334958032
1206,-0.5468999573439364
1207,-0.4780244521087063
1208,-0.49054549960378013
1209,-0.6457373728926793
