replication,seed,estimator,benchmarked,bias,absolute_bias,mae,rmse,correlation,innovation_correlation,top_peak_recall
18,1217,single_pull_benchmarked,True,-0.0049041929172287295,0.005443574042851056,5.170128656813832,6.611117630161781,0.9699752386947181,0.8788119589524316,0.8830409356725145
18,1217,cross_pull_median_benchmarked,True,-0.07214266892552805,0.07214266892552805,2.8495230174768267,3.629043647633682,0.9908069215547438,0.950798732257669,0.9473684210526315
18,1217,simple_mean_benchmarked,True,-0.004904192917228918,0.004904192917228918,2.43653942775329,3.068965014543484,0.9934621786147719,0.9739025948078399,0.9473684210526315
18,1217,RACER_GT_benchmarked,True,-0.005003896588491341,0.005003896588491341,2.4418937256167577,3.077464437396086,0.9934329087669599,0.9740847327381399,0.9473684210526315
19,1218,single_pull,False,4.055313731721272e-16,7.756866052803038e-15,5.417497890360165,6.983710284682904,0.969005329763547,0.891777442962306,0.9239766081871346
19,1218,cross_pull_median,False,-0.1638483471325003,0.1638483471325003,2.7955804286702386,3.5922337447131882,0.9914381629247806,0.9606859803016156,0.9473684210526315
19,1218,simple_mean,False,-2.3296483139675417e-16,2.3296483139675417e-16,2.446637029377583,3.1749291672896875,0.9933205368374853,0.9765779111779389,1.0
19,1218,RACER_GT,False,6.9112899981037065e-15,6.9112899981037065e-15,2.5136512953283257,3.296910699598227,0.9927792168903593,0.9757465505379623,1.0
19,1218,single_pull_benchmarked,True,0.01033860679520775,0.01033860679520775,5.195107759056299,6.709715035856746,0.9713407974501584,0.8920774032869316,0.9239766081871346
19,1218,cross_pull_median_benchmarked,True,-0.13552776454346885,0.13552776454346885,2.68439842795819,3.4509691672661575,0.9920964151532582,0.9608250379187478,0.9473684210526315
19,1218,simple_mean_benchmarked,True,0.01033860679520688,0.01033860679520688,2.320083364933607,3.014317855754686,0.9939804366315155,0.976689097545093,1.0
19,1218,RACER_GT_benchmarked,True,0.009442615746994617,0.009442615746994617,2.381044042214,3.1271988740463605,0.993505656632331,0.9758653453801014,1.0
20,1219,single_pull,False,-6.803435909494099e-15,8.701667869023205e-15,5.950572662575466,7.7035309771047515,0.9679688667534108,0.8808184269366393,0.8947368421052632
20,1219,cross_pull_median,False,-0.3385627633477999,0.3385627633477999,3.292123684374812,4.241537690394109,0.9901633538607699,0.9492646973742042,0.9473684210526315
20,1219,simple_mean,False,-6.212395503913444e-15,6.212395503913444e-15,2.8018582153324263,3.6169300351173628,0.9928545078319334,0.9739520722852092,1.0
20,1219,RACER_GT,False,-5.066985082879403e-15,5.066985082879403e-15,2.813898544946651,3.6327726567931258,0.9927619466560558,0.9731712513632111,1.0
20,1219,single_pull_benchmarked,True,-0.0026252291760660456,0.004250725424499818,5.609415002852125,7.290928672760637,0.9712788143972616,0.8810586207306849,0.9005847953216374
20,1219,cross_pull_median_benchmarked,True,-0.29783849278431884,0.29783849278431884,3.119607960765337,4.027339119440139,0.9911262375755985,0.949388918138873,0.9473684210526315
20,1219,simple_mean_benchmarked,True,-0.002625229176065241,0.002625229176065241,2.6476989255570116,3.4270701874154286,0.9935806568649591,0.9740254587018274,1.0
20,1219,RACER_GT_benchmarked,True,-0.002332094747768029,0.002332094747768029,2.662090861676607,3.4413495420333278,0.9935036775751352,0.9732393309190318,1.0
